"clust","VPD_kPa.mean","GRIDMET_Precip_mm.mean","EVI.mean","jrcStandingWater.mean","irrWater.mean","pdsi.mean","Mean_Bird_Diversity.mean","amecro_abundance.mean","amerob_abundance.mean","cowscj_abundance.mean","houfin_abundance.mean","houspa_abundance.mean","competent_bird_abundance.mean","trans_mean","abund_mean","bite_mean","airT_mean","NLCD_majority2","Chick_mean","Cattl_mean","CApop_mean","NumObservations.sum","MIR_Tar.mean","VPD_kPa.mean_std","GRIDMET_Precip_mm.mean_std","EVI.mean_std","jrcStandingWater.mean_std","irrWater.mean_std","pdsi.mean_std","Mean_Bird_Diversity.mean_std","amecro_abundance.mean_std","amerob_abundance.mean_std","cowscj_abundance.mean_std","houfin_abundance.mean_std","houspa_abundance.mean_std","competent_bird_abundance.mean_std","abund_mean_std","trans_mean_std","bite_mean_std","airT_mean_std","Chick_mean_std","Cattl_mean_std","CApop_mean_std","NumObservations.sum_std","MIR_Tar.mean_std","xcoord.x","xcoord_scale","ycoord_scale","ycoord.y"
26,2.14617524769238,0.444398348893632,0.28553332236679,110.691707835478,3035000.63991356,-1.28371513619912,3.23333583671091,4.86335479875809,2.44498741840958,3.32223159306386,12.0221911264443,4.40646660463104,27.0592315413069,1.67170965756689,660970294.753501,0.07983713041918,23.936875743492,"Agriculture",63139.5206796975,2978.2742143692,0.14663287464649,33,12.9607565604806,0.030410474427326,0.0944313459281169,0.400407539700117,-0.389509178994072,0.562320151449798,-0.884430500083662,-0.155312245307007,0.707942150881718,0.700448368801756,-0.142242139280028,1.1185223186415,1.79973245117247,1.20467619853678,-1.12391336114868,-2.25952500675131,-0.979102772327459,-0.445206447454772,2.44299055619732,1.6151928854783,-0.85490555351158,0.899329726812268,0.979939258284205,-121.265335511281,0.96864580577375,-0.722270785462682,38.2467863288553
27,2.14951111121236,0.408578026480548,0.225932270969561,0,952161.533724198,-1.14581521783928,3.36094963693517,4.62481788940454,2.78027990733468,3.60459211107119,12.4618163152917,3.86652507354731,27.3380312966494,9.77864905467312,695505423.900957,0.083875655121661,24.8202462515673,"Developed",62867.3203125,1752.26904296875,9.49403010904725,6,0,0.041829741485454,-0.0053105440112347,-0.521671561007818,-0.389719314877694,-0.428149082705322,-0.679117366551947,0.340083923608272,0.567321717992076,1.23532019892543,0.0733720491746701,1.28845917568386,1.33686803929401,1.25677436877877,-0.85518267105465,-0.34840129023663,-0.784508428908156,0.430157093392271,2.42934748783586,0.491854336633541,0.579774870972374,-0.660473301164696,-0.286006349927733,-121.291487392573,0.869689969391925,-0.589417557288248,38.2854891295981
32,2.28432482452264,0.545742783947546,0.252004925378846,0,327048.298393299,0.103666003550707,3.60949135819908,3.43303780253105,1.67831223061186,6.20124690670515,9.55643545524522,1.66149736369421,22.5305297587875,14.4984999213615,797962174.60792,0.098895363862862,25.2047380467599,"Developed",18826.3903045581,577.667960731527,13.4283664828745,11,22.7272727272727,0.503321581954246,0.376625497352649,-0.118305359117297,-0.389719314877694,-0.725414207802379,1.18118036171222,1.30492171006536,-0.135247256258392,-0.522582192134476,2.0562116487361,0.165385920573434,-0.553390063371862,0.358416214732087,-0.0579285706076905,0.764252756857925,-0.0607910875117711,0.81116381275825,0.221953629455346,-0.584384741285382,1.1836344521285,-0.371620888576369,1.93388652140777,-121.343342837092,0.673474682773285,0.606974524688885,38.6340220557098
35,2.16213043285955,0.236667202136485,0.239324473928207,168915.126462985,1435032.92932057,-0.340827965181506,3.21896253385341,8.19676912927504,2.6850841279922,5.18682869657911,9.69025897646574,3.39373843739295,29.152679367705,13.4790367732668,754013176.143498,0.096198058958612,24.5893983734028,"Agriculture",8584.7763671875,469.327362060547,7.20294558668787,46,2.17391304347826,0.0850279728035521,-0.483997204711026,-0.314482758610614,-0.0690527532130216,-0.19852536382539,0.519392808522922,-0.211109339020602,2.67303077145682,1.08346012928833,1.28158862185699,0.217115323645591,0.931572103179695,1.59587023354743,-0.399912080669526,0.523925291090517,-0.19075940899356,0.201401645729219,-0.291370582843971,-0.683652814317254,0.228128949370766,1.65034599954192,-0.0736687709304239,-121.536770329016,-0.0584336273346664,0.286282121983944,38.5405979490308
39,2.2306676337258,0.375541378319157,0.283844993298041,54526.4041125728,3080592.68035195,-1.50830355434937,3.30561845298148,5.78835114494462,2.5002440098872,4.57743223264402,12.047659857712,4.46981949243974,29.3835067376276,9.10531882209662,768538890.408554,0.092528943284784,24.5603061680319,"Agriculture",28229.00390625,3047.43798828125,7.20634941910707,36,2.09718265273821,0.319643266690978,-0.0973012772848972,0.374287648978125,-0.286207007289607,0.584000901173763,-1.21881033463177,0.125288529191431,1.25323883882234,0.788595867437293,0.816245503258819,1.12836724166749,1.85404165961123,1.63900400028966,-0.286882093091072,-0.507131646230487,-0.367553958507991,0.172573135300444,0.693225955297625,1.67856483139778,0.228651384827139,1.07264117436526,-0.0811634338168436,-121.361251499723,0.605710277247623,-1.37531224333717,38.0565422996495
40,2.136364270234,0.282433567429673,0.401791530185614,352463.626853765,6170003.18719307,-1.07919157625985,3.26149290681248,5.00758964832074,3.28758667576798,3.00425195075187,12.6926559011783,2.55251844408469,26.5446026201036,7.60338474206882,1044585442.85682,0.13787937095281,22.876628659402,"Agriculture",38173.5733946868,1855.40863447171,0.01731690897443,47,1.78471444568869,-0.00317428436975312,-0.356560502233718,2.19902117490321,0.2793936396677,2.0531331301629,-0.579924351917418,-0.0460066323428468,0.792970363237778,2.04459600625392,-0.385055557409667,1.3776900812409,0.210436989380423,1.1085095963984,1.86113884584224,-0.861196441880418,1.81763428372875,-1.49584333562068,1.19166187863201,0.586356938865659,-0.874753547543561,1.70811648205958,-0.111683855412165,-121.408942637355,0.425252268904744,-0.603432648961234,38.2814062532701
41,2.20183745490379,0.347291234563663,0.228326017272034,11930.4751898074,1827078.26641981,-0.290402643124193,3.3428710497847,1.92147370548526,1.93656663254504,2.73941285133441,10.4615691690388,2.23641468309364,19.2954370414972,1.779084435726,630586223.544389,0.072280440760318,24.1659902959213,"Agriculture",51900.7304542053,1742.81739508094,0.051310736634111,2,7.8125,0.220952325250984,-0.175963962023942,-0.4846382640078,-0.367070635992328,-0.0120928911313284,0.594468856457324,0.269902933793648,-1.02633282554432,-0.110604563162441,-0.587290161223809,0.515264822936725,-0.0605426871227346,-0.246112332744433,-1.36034312485473,-2.23421255836066,-1.3432181785515,-0.218168614472235,1.87968645442416,0.483194177059861,-0.869536022507058,-0.891555231235357,0.477081824593847,-121.261007,0.985024415377994,0.103395120485723,38.4873193100794
44,2.23422492687436,0.15508622107092,0.249266979056286,207292.238392756,4112597.8705876,-0.742233572156237,3.07769973383541,4.08507976044885,1.66612540755781,2.0736870198593,10.3824269482798,3.79980964730438,22.0071287834502,13.3821997741191,719281004.134228,0.089545349796746,24.4864999933264,"Agriculture",621.47238324496,431.645583910654,0.011740053281741,12,7.59634179718856,0.331820527608317,-0.711159906954427,-0.160663724006978,0.00380192112448689,1.0747586305535,-0.0782423747708981,-0.759490860581615,0.249139472961399,-0.542023093931018,-1.09564712238758,0.484672444255248,1.27967629768234,0.260610414707449,-0.670176034589135,0.501097010694916,-0.51131695579217,0.0994359478621307,-0.690502669823105,-0.718179091181517,-0.875609508351884,-0.313850406058704,0.455968510239767,-121.67545003275,-0.583182341163384,0.44972738252392,38.5882128202534
45,2.25002186051943,0.490143701501287,0.230650910834454,190974.957816334,725832.254597024,-0.497204891293982,3.49871367977062,0.516697130192225,1.67174960980655,2.61410987509066,7.26280892774763,0.878246146407069,12.9436116892441,9.50611311581719,752268263.017386,0.088643292179284,24.7043448291464,"Natural",16621.4141292155,1475.02635241762,2.20188081360274,21,0,0.385896302265237,0.221809538463955,-0.448670177623042,-0.0271746193886295,-0.535777265361304,0.286570069437375,0.874883286334177,-1.85446584137938,-0.533051144218061,-0.682973154456784,-0.721214058681318,-1.22483149391904,-1.43305196309861,-0.413489898969613,-0.412648704807915,-0.554782162204938,0.315306214183476,0.111437097074016,0.237828163704944,-0.539456887798535,0.206083936600284,-0.286006349927733,-121.074092695659,1.69228754154715,0.111782004778328,38.4897625771049
46,2.17872800929291,0.357870757940407,0.286054110079971,229487.288623052,5457159.82684781,-1.62921272603974,3.02943449135978,4.73415530819628,2.01107689384241,2.16203683729134,12.7823388824296,2.88357095491,24.5731788766697,1.89266451975829,794945017.00507,0.08682695840446,23.7057833679629,"Agriculture",27775.1328125,3303.99096679688,0.020744426685518,28,4.47820164221042,0.141844493226268,-0.146505219467551,0.408464569819082,0.0459367529323606,1.71414899303217,-1.39882669147761,-0.946856303599356,0.631777467013048,0.00825715053379979,-1.02818204504545,1.41235698466379,0.494231468787263,0.74011770280313,-0.0814061965715155,-2.20743727589151,-0.642301319417235,-0.674204176331477,0.670477292527344,1.91363386480027,-0.874227476762427,0.610477314223942,0.151403277757885,-121.45749,0.241554399484669,-1.70814557747745,37.9595812969791
48,2.21344192838123,0.327046263243843,0.32516192206797,273342.741485715,4650475.68543119,-1.3555603699106,3.14518973960224,5.41477600395619,2.20135748751455,1.82666509143084,13.1219434894115,4.15436346757282,26.7191055398859,3.26802267380587,943347914.654668,0.121465760699072,23.1889065945242,"Agriculture",44811.0243059815,3407.48356670658,0.008968481347388,46,4.5607407891046,0.26067654685481,-0.232336198932377,1.01349577754414,0.129191447607672,1.33053999443996,-0.991397713973763,-0.497494977391864,1.0330117126096,0.311800274033864,-1.28427630115695,1.54363094487275,1.58361725434188,1.14111824345899,1.07337196936647,-1.88321139258955,1.02675247768103,-1.18639592197251,1.52434032966045,2.00845991424175,-0.876034901635121,1.65034599954192,0.159465312564932,-121.413384978625,0.40844293916825,-1.19955524188508,38.1077438270781
52,2.32590893269391,0.617604606957884,0.250161932077628,14146.0678974226,1248548.86981321,0.205891635414294,3.45547946926193,2.4942593033931,1.97334152691013,4.37655269244707,9.81656533549182,2.84537103856155,21.5060898968037,14.2580160499947,762889669.202673,0.095328584869282,25.1338812120773,"Developed",15533.4755859375,940.119445800781,10.7561054698286,51,1.42282705951281,0.645671541338916,0.576725149133572,-0.146818037433514,-0.362864579906782,-0.287205628687674,1.33337961646745,0.70704828561759,-0.688668692354053,-0.0519397982143222,0.662851256278458,0.265938972112213,0.461484623440987,0.166983326755744,-0.330840785316263,0.707561272254943,-0.232654593992509,0.7409492322012,0.0569080746783891,-0.252285224283152,0.773483854225251,1.93919841213024,-0.14703130947928,-121.396720834463,0.471498223976483,0.896722387878852,38.7184313995307
53,2.10360041073527,0.278279388836367,0.322870707565688,276.848312078738,4965316.73964492,-1.01266078161626,3.30785711092005,4.82437339673071,2.92769650815353,3.1662374550621,13.787519552628,3.09631196698028,27.8021388795546,8.31059582058121,766723106.02577,0.097648255902679,23.8178423456785,"Agriculture",41589.0404996595,3384.20163642654,1.26624353702662,25,1.87800963081862,-0.115330929637217,-0.368127835974149,0.97804873494564,-0.389193749179726,1.4802588934759,-0.480869573008938,0.133978988721109,0.684962136415229,1.4704849869091,-0.261361305466239,1.80090897892306,0.676603517917646,1.34350025501598,-0.301011387009854,-0.69447904108063,-0.120882376426188,-0.563160913487497,1.36284993278205,1.98712763083449,-0.683062690725267,0.437165866670946,-0.102571221490571,-121.421688442643,0.377023546521398,-0.814319124904617,38.2199708077793
60,2.31165216454552,0.385158061033192,0.29132843523333,172192.581546104,5113137.03137948,-1.68057986549166,3.23860923675906,5.33145721650054,2.07412051353838,2.50993332441112,12.5125681958802,3.72998817767827,26.1580674280086,13.7130763430193,866816650.795181,0.105076093114464,23.93906592461,"Agriculture",37683.3700497202,4738.13871518434,0.090438299934779,18,5.78179989944696,0.596868033072702,-0.0705235699883647,0.490062878577724,-0.0628308696285202,1.55055306584468,-1.47530496997748,-0.134840931260853,0.983894265789296,0.108826824350545,-0.762523732523777,1.30807728514393,1.21982190305907,1.03627934563097,0.477853728710247,0.579097600941081,0.237024337469805,-0.443036118378781,1.16709219191464,3.22768497003524,-0.863530548713922,0.0327724890472884,0.278732610804175,-121.328018,0.731462177245317,-2.03307351393478,37.8649232946612
66,2.07226757599571,0.295801608928172,0.367188429970414,715356.600078001,4911180.31688265,-1.23462712861264,3.01928058496072,5.42767017108326,2.61751058057045,2.47710066107748,14.2302123228823,3.20711529347163,27.9596090290851,5.36301829260075,969048467.606521,0.104958350204262,23.5561977534431,"Agriculture",25567.1430802024,2485.98246407644,0.408722676350134,44,4.5844637053787,-0.22258891709271,-0.319337115228108,1.66368170051232,0.968305547160993,1.45451496489595,-0.811345520946041,-0.986273720217129,1.04061298223313,0.975664135726736,-0.787595184118526,1.97203160774612,0.771589573996078,1.37292605794824,1.27335753481957,-1.38933872166489,0.231350952758561,-0.822433930425409,0.559809716398456,1.1641260276196,-0.814678836005955,1.53480503450659,0.161782455204795,-121.498120494309,0.0878130872608878,-1.17757944549664,38.1141458158026
70,2.37628227881049,0.0577147723927799,0.281359657206259,220.558172487745,3480502.74584753,-1.0067421959562,3.43033210790102,3.33104697629822,2.02619346562963,4.5294392338252,9.04042671141659,1.43953263857457,20.3666390257442,14.5383152882725,836833752.340045,0.100944727550884,25.1532549058031,"Agriculture",559.6728515625,466.498840332031,6.25730041202217,47,0,0.818108659485851,-0.982291255390947,0.335837379817709,-0.389300609742756,0.774173351424621,-0.472057650693139,0.60942634775013,-0.195372098885473,0.0323717033021753,0.779597420995568,-0.0340769545237045,-0.743669132559323,-0.0459411981955533,0.244545639475503,0.773638801116811,0.0379565024319055,0.760147320640957,-0.693600149977636,-0.686244473445622,0.0829870893877971,1.70811648205958,-0.286006349927733,-121.968557630197,-1.69226918395573,0.23385883659482,38.5253259981977
71,2.25066589557471,0.165610589301974,0.308102313142553,7376.83028056179,5432914.95231272,-0.767595995725543,2.98609324877696,3.96343614154551,1.69445165426832,2.31887359086278,10.3119016544856,3.8431672828439,22.1318303240061,12.9620845189759,754729127.574706,0.090363005010456,24.072187048,"Agriculture",437.352416992188,390.071838378906,0.016989420128944,51,1.73267437551103,0.388100951300481,-0.681854744212518,0.749569076796228,-0.375715223878952,1.70261963282302,-0.116003373609093,-1.11510680232148,0.177429068081888,-0.496835945638031,-0.908419446577986,0.457410933601589,1.31684459335717,0.283912881674613,-0.394340996184483,0.402059360547886,-0.471918638045712,-0.311121619460198,-0.699731023598521,-0.756271419064873,-0.874803811999438,1.93919841213024,-0.116766884167857,-121.710738944538,-0.716711693870095,0.51392825539702,38.6069158177226
72,2.21446563396971,0.379659666622294,0.165272123632489,8929.66224700329,57740.7522223978,-0.0297026703674076,3.44004639068357,0.988390127551412,1.83525836129799,2.21971157958112,9.76385886135588,1.95036354732995,16.7575824771164,9.34005046826832,684079837.864274,0.079844595781886,25.5293761139429,"Natural",23287.6328125,1545.10229492188,6.64363715128545,17,0,0.264180877123072,-0.0858338802600189,-1.46013577924104,-0.372767345273001,-0.853480191495234,0.982613599071752,0.647137147567878,-1.57639703576176,-0.272215521470186,-0.984140856706139,0.245565315671077,-0.305759776566979,-0.720350837660245,-0.944089407359493,-0.451796186812178,-0.978743057465923,1.13285932487379,0.445557429624897,0.302035892512274,0.142283783770287,-0.024997993470377,-0.286006349927733,-121.229127942849,1.1056512539682,0.318587687497501,38.5500092059655
73,2.51200621679684,0.282095364544028,0.28688297167567,0,4972249.37959646,-1.36943228910319,3.28863916640758,2.73403698409022,1.88124517708361,3.78551911667657,9.40036816756944,1.94276213015078,19.7439315755706,14.6292714690525,837649647.652755,0.101953428738238,25.0947933366847,"Agriculture",436.241455078125,459.613006591797,0.863159388191677,50,1.60172687712004,1.28271636443672,-0.357502230077709,0.421287765666412,-0.389719314877694,1.48355562751698,-1.01205100537092,0.05937501901586,-0.547316809543638,-0.198855535388579,0.211530279505336,0.105058202718403,-0.312276084888403,-0.162303993099171,0.250894424490694,0.79508074187121,0.0865602772556267,0.702215653600751,-0.699786706584905,-0.692553682135586,-0.744929852594134,1.88142792961258,-0.129557218568542,-121.974706952608,-1.71553754218847,1.48089866771925,38.8886136259471
74,2.36094575814832,0.382354850592208,0.33086414912003,125616.914591302,5368446.99175619,-0.725687436927946,2.99204528417186,3.50129691945212,2.46685356330362,3.4620628655806,10.5106306862511,2.92059415223472,22.8614381868222,14.1341715532253,816689321.658699,0.097643277669463,24.5422535886229,"Agriculture",208.41682434082,311.444641113281,1.2176739344205,47,2.25363750997741,0.765608962140659,-0.0783291252834059,1.10171409364654,-0.151249587906589,1.67196266497072,-0.0536075605377558,-1.09200102906889,-0.0950076698727103,0.735330107354035,-0.0354651487961785,0.534229523432259,0.525969572765249,0.420251719562716,0.0877943287902118,0.678366264947955,-0.121122250166087,0.154684186452336,-0.711205600113871,-0.828314313937172,-0.690517371032157,1.70811648205958,-0.0658816608369149,-121.715764932621,-0.735729478818166,1.15395387636785,38.7933680734871
76,2.18803922335307,0.331372546799043,0.252525075845458,28449.8962372307,1502700.48395294,-0.324211432665299,3.33404151911933,1.57280552665798,1.90106572211257,2.86522879022081,10.0251922126365,2.01974798617391,18.3840402378018,4.84604896181174,652456430.763718,0.076876454151257,24.2002390362781,"Natural",43173.38671875,1773.921875,0.627709783720451,46,28.5024154589372,0.173718471088816,-0.220289637954144,-0.11025818774627,-0.335710354300036,-0.166346867265235,0.544132434187036,0.235626737510356,-1.23187699216577,-0.167237018589488,-0.49121546300076,0.346583568227104,-0.246280026204821,-0.4164213266623,-1.19016290478213,-1.51120867780817,-1.12176151453588,-0.184230308456565,1.44225961175427,0.511693943741053,-0.78106771322171,1.65034599954192,2.49797524137032,-121.186157859318,1.26824531394149,-0.0373140486284945,38.4463279167219
78,2.2720871274585,0.641356130190556,0.282831276392419,0,428258.739108615,0.305620097022158,3.48737349323559,2.49575958051808,1.66901641948203,4.37999513625548,7.81968735412952,2.09654753956376,18.4610060299489,14.0449415360985,782341699.993315,0.094523479704405,24.75943436264,"Developed",12301.033203125,633.0771484375,3.73886606600325,17,29.4117647058824,0.461429720936904,0.642861399635319,0.358604583817433,-0.389719314877694,-0.677284792810165,1.48186094407476,0.830860735839126,-0.687784260593199,-0.537411237447826,0.665479951441966,-0.505953031936799,-0.18044367529295,-0.402039043804257,-0.179477295816045,0.657331248697937,-0.271448193755928,0.369896410099841,-0.105106520883114,-0.533615561870588,-0.303553502177532,-0.024997993470377,2.58679618944763,-121.221374863806,1.13498805053239,0.863332200937699,38.7087041706955
